yr,gid,total_pop
2022,다사374271,
2021,다사397243,
2020,다사397243,
2019,다사397243,
2018,다사397243,
2022,다사397243,
2021,다사457287,
2020,다사457287,
2019,다사457287,
2018,다사457287,
2022,다사457287,
2021,다사347242,
2020,다사347242,
2019,다사347242,
2018,다사347242,
2022,다사347242,
2021,다사453291,
2020,다사453291,
2019,다사453291,
2018,다사453291,
2022,다사453291,
2021,다사408229,
2020,다사408229,
2019,다사408229,
2018,다사408229,
2022,다사408229,
2021,다사454236,
2020,다사454236,
2019,다사454236,
2018,다사454236,
2022,다사454236,
2021,다사451221,
2020,다사451221,
2019,다사451221,
2018,다사451221,
2022,다사451221,
2021,다사475239,
2020,다사475239,
2019,다사475239,
2018,다사475239,
2022,다사475239,
2021,다사434267,
2020,다사434267,
2019,다사434267,
2018,다사434267,
2022,다사434267,
2021,다사414196,
2020,다사414196,
2019,다사414196,
2018,다사414196,
2022,다사414196,
2021,다사312242,
2020,다사312242,
2019,다사312242,
2018,다사312242,
2022,다사312242,
2021,다사424280,
2020,다사424280,
2019,다사424280,
2018,다사424280,
2022,다사424280,
2021,다사427195,
2020,다사427195,
2019,다사427195,
2018,다사427195,
2022,다사427195,
2021,다사380248,
2020,다사380248,
2019,다사380248,
2018,다사380248,
2022,다사380248,
2021,다사376250,
2020,다사376250,
2019,다사376250,
2018,다사376250,
2022,다사376250,
2021,다사373274,
2020,다사373274,
2019,다사373274,
2018,다사373274,
2022,다사373274,
2021,다사446208,
2020,다사446208,
2019,다사446208,
2018,다사446208,
2022,다사446208,
2021,다사420215,
2020,다사420215,
2019,다사420215,
2018,다사420215,
2022,다사420215,
2021,다사429280,
2020,다사429280,
2019,다사429280,
2018,다사429280,
2022,다사429280,
2021,다사431282,
2020,다사431282,
2019,다사431282,
2018,다사431282,
2022,다사431282,
2021,다사410284,
2020,다사410284,
2019,다사410284,
2018,다사410284,
2022,다사410284,
2021,다사347228,
2020,다사347228,
2019,다사347228,
2018,다사347228,
2022,다사347228,
2021,다사386238,
2020,다사386238,
2019,다사386238,
2018,다사386238,
2022,다사386238,
2021,다사366223,
2020,다사366223,
2019,다사366223,
2018,다사366223,
2022,다사366223,
2021,다사320241,
2020,다사320241,
2019,다사320241,
2018,다사320241,
2022,다사320241,
2021,다사355226,
2020,다사355226,
2019,다사355226,
2018,다사355226,
2022,다사355226,
2021,다사434281,
2020,다사434281,
2019,다사434281,
2018,다사434281,
2022,다사434281,
2021,다사341261,
2020,다사341261,
2019,다사341261,
2018,다사341261,
2022,다사341261,
2021,다사458239,
2020,다사458239,
2019,다사458239,
2018,다사458239,
2022,다사458239,
2021,다사458295,
2020,다사458295,
2019,다사458295,
2018,다사458295,
2022,다사458295,
2021,다사454208,
2020,다사454208,
2019,다사454208,
2018,다사454208,
2022,다사454208,
2021,다사451299,
2020,다사451299,
2019,다사451299,
2018,다사451299,
2022,다사451299,
2021,다사365239,
2020,다사365239,
2019,다사365239,
2018,다사365239,
2022,다사365239,
2021,다사384253,
2020,다사384253,0.0
2019,다사384253,6.0
2018,다사384253,8.0
2022,다사384253,
2021,다사447204,
2020,다사447204,
2019,다사447204,
2018,다사447204,
2022,다사447204,
2021,다사416216,
2020,다사416216,
2019,다사416216,
2018,다사416216,
2022,다사416216,
2021,다사442272,
2020,다사442272,
2019,다사442272,
2018,다사442272,
2022,다사442272,
2021,다사336239,
2020,다사336239,
2019,다사336239,
2018,다사336239,
2022,다사336239,
2021,다사409270,
2020,다사409270,
2019,다사409270,
2018,다사409270,
2022,다사409270,
2021,다사457279,
2020,다사457279,
2019,다사457279,
2018,다사457279,
2022,다사457279,
2021,다사459227,
2020,다사459227,
2019,다사459227,
2018,다사459227,
2022,다사459227,
2021,다사414286,
2020,다사414286,
2019,다사414286,
2018,다사414286,
2022,다사414286,
2021,다사433292,
2020,다사433292,
2019,다사433292,
2018,다사433292,
2022,다사433292,
2021,다사419282,
2020,다사419282,
2019,다사419282,
2018,다사419282,
2022,다사419282,
2021,다사369267,
2020,다사369267,
2019,다사369267,144.0
2018,다사369267,155.0
2022,다사369267,
2021,다사401257,
2020,다사401257,
2019,다사401257,
2018,다사401257,
2022,다사401257,
2021,다사433261,
2020,다사433261,
2019,다사433261,
2018,다사433261,
2022,다사433261,
2021,다사353264,
2020,다사353264,
2019,다사353264,
2018,다사353264,
2022,다사353264,
2021,다사315238,0.0
2020,다사315238,
2019,다사315238,
2018,다사315238,
2022,다사315238,
2021,다사453266,
2020,다사453266,
2019,다사453266,
2018,다사453266,
2022,다사453266,
2021,다사347226,
2020,다사347226,
2019,다사347226,
2018,다사347226,
2022,다사347226,
2021,다사459304,
2020,다사459304,
2019,다사459304,
2018,다사459304,
2022,다사459304,
2021,다사429234,
2020,다사429234,
2019,다사429234,
2018,다사429234,
2022,다사429234,
2021,다사402245,
2020,다사402245,
2019,다사402245,
2018,다사402245,
2022,다사402245,
2021,다사496213,
2020,다사496213,
2019,다사496213,
2018,다사496213,
2022,다사496213,
2021,다사384238,
2020,다사384238,
2019,다사384238,
2018,다사384238,
2022,다사384238,
2021,다사370245,
2020,다사370245,
2019,다사370245,
2018,다사370245,
2022,다사370245,
2021,다사453231,
2020,다사453231,
2019,다사453231,
2018,다사453231,
2022,다사453231,
2021,다사458294,
2020,다사458294,
2019,다사458294,
2018,다사458294,
2022,다사458294,
2021,다사354227,
2020,다사354227,
2019,다사354227,
2018,다사354227,
2022,다사354227,
2021,다사443254,
2020,다사443254,
2019,다사443254,
2018,다사443254,
2022,다사443254,
2021,다사363247,
2020,다사363247,
2019,다사363247,
2018,다사363247,
2022,다사363247,
2021,다사349234,
2020,다사349234,
2019,다사349234,
2018,다사349234,
2022,다사349234,
2021,다사478243,
2020,다사478243,
2019,다사478243,
2018,다사478243,
2022,다사478243,
2021,다사436237,
2020,다사436237,
2019,다사436237,
2018,다사436237,
2022,다사436237,
2021,다사391252,
2020,다사391252,
2019,다사391252,
2018,다사391252,
2022,다사391252,
2021,다사465290,
2020,다사465290,
2019,다사465290,
2018,다사465290,
2022,다사465290,
2021,다사416268,
2020,다사416268,
2019,다사416268,
2018,다사416268,
2022,다사416268,
2021,다사455289,
2020,다사455289,
2019,다사455289,
2018,다사455289,
2022,다사455289,
2021,다사454237,
2020,다사454237,
2019,다사454237,
2018,다사454237,
2022,다사454237,
2021,다사400247,
2020,다사400247,
2019,다사400247,
2018,다사400247,
2022,다사400247,
2021,다사376244,
2020,다사376244,
2019,다사376244,
2018,다사376244,
2022,다사376244,
2021,다사387244,
2020,다사387244,
2019,다사387244,
2018,다사387244,
2022,다사387244,
2021,다사463289,
2020,다사463289,
2019,다사463289,
2018,다사463289,
2022,다사463289,
2021,다사434274,
2020,다사434274,
2019,다사434274,
2018,다사434274,
2022,다사434274,
2021,다사451246,
2020,다사451246,
2019,다사451246,
2018,다사451246,
2022,다사451246,
2021,다사401269,
2020,다사401269,
2019,다사401269,
2018,다사401269,
2022,다사401269,
2021,다사451211,
2020,다사451211,
2019,다사451211,
2018,다사451211,
2022,다사451211,
2021,다사450208,
2020,다사450208,
2019,다사450208,
2018,다사450208,
2022,다사450208,
2021,다사495226,
2020,다사495226,
2019,다사495226,
2018,다사495226,
2022,다사495226,
2021,다사454284,
2020,다사454284,
2019,다사454284,
2018,다사454284,
2022,다사454284,
2021,다사354234,
2020,다사354234,
2019,다사354234,
2018,다사354234,
2022,다사354234,
2021,다사423282,
2020,다사423282,
2019,다사423282,
2018,다사423282,
2022,다사423282,
2021,다사426252,
2020,다사426252,
2019,다사426252,
2018,다사426252,
2022,다사426252,
2021,다사315237,
2020,다사315237,
2019,다사315237,
2018,다사315237,
2022,다사315237,
2021,다사355261,
2020,다사355261,
2019,다사355261,
2018,다사355261,
2022,다사355261,
2021,다사384269,
2020,다사384269,
2019,다사384269,
2018,다사384269,
2022,다사384269,
2021,다사396245,
2020,다사396245,
2019,다사396245,
2018,다사396245,
2022,다사396245,
2021,다사372283,
2020,다사372283,
2019,다사372283,
2018,다사372283,
2022,다사372283,
2021,다사334233,
2020,다사334233,
2019,다사334233,
2018,다사334233,
2022,다사334233,
2021,다사451266,
2020,다사451266,
2019,다사451266,
2018,다사451266,
2022,다사451266,
2021,다사452308,
2020,다사452308,
2019,다사452308,
2018,다사452308,
2022,다사452308,
2021,다사415276,
2020,다사415276,
2019,다사415276,
2018,다사415276,0.0
2022,다사415276,
2021,다사461242,
2020,다사461242,
2019,다사461242,
2018,다사461242,
2022,다사461242,
2021,다사435204,
2020,다사435204,
2019,다사435204,
2018,다사435204,
2022,다사435204,
2021,다사393247,
2020,다사393247,
2019,다사393247,
2018,다사393247,
2022,다사393247,
2021,다사380224,
2020,다사380224,
2019,다사380224,
2018,다사380224,
2022,다사380224,
2021,다사447276,
2020,다사447276,
2019,다사447276,
2018,다사447276,
2022,다사447276,
2021,다사418209,
2020,다사418209,
2019,다사418209,
2018,다사418209,
2022,다사418209,
2021,다사373238,
2020,다사373238,
2019,다사373238,
2018,다사373238,
2022,다사373238,
2021,다사380271,0.0
2020,다사380271,0.0
2019,다사380271,0.0
2018,다사380271,15.0
2022,다사380271,
2021,다사411208,
2020,다사411208,
2019,다사411208,
2018,다사411208,
2022,다사411208,
2021,다사403221,
2020,다사403221,
2019,다사403221,
2018,다사403221,
2022,다사403221,
2021,다사456270,
2020,다사456270,
2019,다사456270,
2018,다사456270,
2022,다사456270,
2021,다사415213,
2020,다사415213,
2019,다사415213,
2018,다사415213,
2022,다사415213,
2021,다사365234,
2020,다사365234,
2019,다사365234,
2018,다사365234,
2022,다사365234,
2021,다사396224,
2020,다사396224,
2019,다사396224,
2018,다사396224,
2022,다사396224,
2021,다사457307,
2020,다사457307,
2019,다사457307,
2018,다사457307,
2022,다사457307,
2021,다사375286,
2020,다사375286,
2019,다사375286,
2018,다사375286,
2022,다사375286,
2021,다사363259,
2020,다사363259,
2019,다사363259,
2018,다사363259,
2022,다사363259,
2021,다사325246,
2020,다사325246,0.0
2019,다사325246,0.0
2018,다사325246,6.0
2022,다사325246,
2021,다사398263,
2020,다사398263,
2019,다사398263,
2018,다사398263,
2022,다사398263,
2021,다사391230,
2020,다사391230,
2019,다사391230,
2018,다사391230,
2022,다사391230,
2021,다사448264,
2020,다사448264,
2019,다사448264,
2018,다사448264,
2022,다사448264,
2021,다사370230,
2020,다사370230,
2019,다사370230,
2018,다사370230,
2022,다사370230,
2021,다사398234,
2020,다사398234,
2019,다사398234,
2018,다사398234,
2022,다사398234,
2021,다사363261,
2020,다사363261,
2019,다사363261,
2018,다사363261,
2022,다사363261,
2021,다사321252,
2020,다사321252,
2019,다사321252,
2018,다사321252,
2022,다사321252,
2021,다사400294,
2020,다사400294,
2019,다사400294,
2018,다사400294,
2022,다사400294,
2021,다사452275,
2020,다사452275,
2019,다사452275,
2018,다사452275,
2022,다사452275,
2021,다사489222,
2020,다사489222,
2019,다사489222,
2018,다사489222,
2022,다사489222,
2021,다사442284,
2020,다사442284,
2019,다사442284,
2018,다사442284,
2022,다사442284,
2021,다사415197,
2020,다사415197,
2019,다사415197,
2018,다사415197,
2022,다사415197,
2021,다사344270,
2020,다사344270,
2019,다사344270,
2018,다사344270,
2022,다사344270,
2021,다사320244,
2020,다사320244,0.0
2019,다사320244,0.0
2018,다사320244,0.0
2022,다사320244,
2021,다사412284,
2020,다사412284,
2019,다사412284,
2018,다사412284,
2022,다사412284,
2021,다사344230,
2020,다사344230,
2019,다사344230,
2018,다사344230,
2022,다사344230,
2021,다사383282,
2020,다사383282,
2019,다사383282,
2018,다사383282,
2022,다사383282,
2021,다사344231,
2020,다사344231,
2019,다사344231,
2018,다사344231,
2022,다사344231,
2021,다사455267,
2020,다사455267,
2019,다사455267,
2018,다사455267,
2022,다사455267,
2021,다사381227,0.0
2020,다사381227,0.0
2019,다사381227,0.0
2018,다사381227,0.0
2022,다사381227,
2021,다사389281,
2020,다사389281,
2019,다사389281,
2018,다사389281,
2022,다사389281,
2021,다사462241,
2020,다사462241,
2019,다사462241,
2018,다사462241,
2022,다사462241,
2021,다사374245,
2020,다사374245,
2019,다사374245,
2018,다사374245,
2022,다사374245,
2021,다사460231,
2020,다사460231,
2019,다사460231,
2018,다사460231,
2022,다사460231,
2021,다사476214,
2020,다사476214,
2019,다사476214,
2018,다사476214,
2022,다사476214,
2021,다사433199,
2020,다사433199,
2019,다사433199,
2018,다사433199,
2022,다사433199,
2021,다사419292,
2020,다사419292,
2019,다사419292,
2018,다사419292,
2022,다사419292,
2021,다사466247,
2020,다사466247,
2019,다사466247,
2018,다사466247,
2022,다사466247,
2021,다사497216,
2020,다사497216,
2019,다사497216,
2018,다사497216,
2022,다사497216,
2021,다사379250,
2020,다사379250,
2019,다사379250,
2018,다사379250,
2022,다사379250,
2021,다사441238,
2020,다사441238,
2019,다사441238,
2018,다사441238,
2022,다사441238,
2021,다사413285,
2020,다사413285,
2019,다사413285,
2018,다사413285,
2022,다사413285,
2021,다사400253,
2020,다사400253,
2019,다사400253,
2018,다사400253,
2022,다사400253,
2021,다사477242,
2020,다사477242,
2019,다사477242,
2018,다사477242,
2022,다사477242,
2021,다사403273,
2020,다사403273,
2019,다사403273,
2018,다사403273,
2022,다사403273,
2021,다사429209,
2020,다사429209,
2019,다사429209,
2018,다사429209,
2022,다사429209,
2021,다사397229,
2020,다사397229,
2019,다사397229,
2018,다사397229,
2022,다사397229,
2021,다사409259,
2020,다사409259,
2019,다사409259,
2018,다사409259,
2022,다사409259,
2021,다사462234,
2020,다사462234,
2019,다사462234,
2018,다사462234,
2022,다사462234,
2021,다사424192,
2020,다사424192,
2019,다사424192,
2018,다사424192,
2022,다사424192,
2021,다사430273,
2020,다사430273,
2019,다사430273,
2018,다사430273,
2022,다사430273,
2021,다사451225,
2020,다사451225,
2019,다사451225,
2018,다사451225,
2022,다사451225,
2021,다사413263,
2020,다사413263,
2019,다사413263,
2018,다사413263,
2022,다사413263,
2021,다사380238,0.0
2020,다사380238,0.0
2019,다사380238,0.0
2018,다사380238,0.0
2022,다사380238,
2021,다사495227,
2020,다사495227,
2019,다사495227,
2018,다사495227,
2022,다사495227,
2021,다사349232,
2020,다사349232,
2019,다사349232,
2018,다사349232,
2022,다사349232,
2021,다사429214,
2020,다사429214,
2019,다사429214,
2018,다사429214,
2022,다사429214,
2021,다사447305,
2020,다사447305,
2019,다사447305,
2018,다사447305,
2022,다사447305,
2021,다사321241,
2020,다사321241,
2019,다사321241,
2018,다사321241,
2022,다사321241,
2021,다사453208,
2020,다사453208,
2019,다사453208,
2018,다사453208,
2022,다사453208,
2021,다사412203,
2020,다사412203,
2019,다사412203,
2018,다사412203,
2022,다사412203,
2021,다사459209,
2020,다사459209,
2019,다사459209,
2018,다사459209,
2022,다사459209,
2021,다사347229,
2020,다사347229,
2019,다사347229,
2018,다사347229,
2022,다사347229,
2021,다사460305,
2020,다사460305,
2019,다사460305,
2018,다사460305,
2022,다사460305,
2021,다사459281,
2020,다사459281,
2019,다사459281,
2018,다사459281,
2022,다사459281,
2021,다사401229,
2020,다사401229,
2019,다사401229,
2018,다사401229,
2022,다사401229,
2021,다사406202,
2020,다사406202,
2019,다사406202,
2018,다사406202,
2022,다사406202,
2021,다사458287,
2020,다사458287,
2019,다사458287,
2018,다사458287,
2022,다사458287,
2021,다사457292,
2020,다사457292,
2019,다사457292,
2018,다사457292,
2022,다사457292,
2021,다사451242,
2020,다사451242,
2019,다사451242,
2018,다사451242,
2022,다사451242,
2021,다사334235,
2020,다사334235,
2019,다사334235,
2018,다사334235,
2022,다사334235,
2021,다사397263,
2020,다사397263,
2019,다사397263,
2018,다사397263,
2022,다사397263,
2021,다사349244,
2020,다사349244,
2019,다사349244,
2018,다사349244,
2022,다사349244,
2021,다사443250,
2020,다사443250,
2019,다사443250,
2018,다사443250,
2022,다사443250,
2021,다사434200,
2020,다사434200,
2019,다사434200,
2018,다사434200,
2022,다사434200,
2021,다사445301,
2020,다사445301,
2019,다사445301,
2018,다사445301,
2022,다사445301,
2021,다사393280,
2020,다사393280,
2019,다사393280,
2018,다사393280,
2022,다사393280,
2021,다사392248,
2020,다사392248,
2019,다사392248,
2018,다사392248,
2022,다사392248,
2021,다사494222,
2020,다사494222,
2019,다사494222,
2018,다사494222,
2022,다사494222,
2021,다사450263,
2020,다사450263,
2019,다사450263,
2018,다사450263,
2022,다사450263,
2021,다사413272,
2020,다사413272,
2019,다사413272,
2018,다사413272,
2022,다사413272,
2021,다사461221,
2020,다사461221,
2019,다사461221,
2018,다사461221,
2022,다사461221,
2021,다사387240,
2020,다사387240,
2019,다사387240,
2018,다사387240,
2022,다사387240,
2021,다사407288,
2020,다사407288,
2019,다사407288,
2018,다사407288,
2022,다사407288,
2021,다사465224,
2020,다사465224,
2019,다사465224,
2018,다사465224,
2022,다사465224,
2021,다사495210,
2020,다사495210,
2019,다사495210,
2018,다사495210,
2022,다사495210,
2021,다사348272,
2020,다사348272,
2019,다사348272,
2018,다사348272,
2022,다사348272,
2021,다사339244,
2020,다사339244,
2019,다사339244,
2018,다사339244,
2022,다사339244,
2021,다사368255,
2020,다사368255,
2019,다사368255,
2018,다사368255,
2022,다사368255,
2021,다사400214,
2020,다사400214,
2019,다사400214,
2018,다사400214,
2022,다사400214,
2021,다사349231,
2020,다사349231,
2019,다사349231,
2018,다사349231,
2022,다사349231,
2021,다사359263,
2020,다사359263,
2019,다사359263,
2018,다사359263,
2022,다사359263,
2021,다사431284,
2020,다사431284,
2019,다사431284,
2018,다사431284,
2022,다사431284,
2021,다사447231,
2020,다사447231,
2019,다사447231,
2018,다사447231,
2022,다사447231,
2021,다사377252,
2020,다사377252,
2019,다사377252,
2018,다사377252,
2022,다사377252,
2021,다사411287,
2020,다사411287,
2019,다사411287,
2018,다사411287,
2022,다사411287,
2021,다사378268,
2020,다사378268,
2019,다사378268,
2018,다사378268,
2022,다사378268,
2021,다사348233,
2020,다사348233,
2019,다사348233,
2018,다사348233,
2022,다사348233,
2021,다사331253,
2020,다사331253,
2019,다사331253,
2018,다사331253,
2022,다사331253,
2021,다사382243,
2020,다사382243,
2019,다사382243,
2018,다사382243,
2022,다사382243,
2021,다사462209,
2020,다사462209,
2019,다사462209,
2018,다사462209,
2022,다사462209,
2021,다사476224,
2020,다사476224,
2019,다사476224,
2018,다사476224,
2022,다사476224,
2021,다사445264,
2020,다사445264,
2019,다사445264,
2018,다사445264,
2022,다사445264,
2021,다사440272,
2020,다사440272,
2019,다사440272,
2018,다사440272,
2022,다사440272,
2021,다사391228,
2020,다사391228,
2019,다사391228,
2018,다사391228,
2022,다사391228,
2021,다사424286,
2020,다사424286,
2019,다사424286,
2018,다사424286,
2022,다사424286,
2021,다사379233,
2020,다사379233,
2019,다사379233,
2018,다사379233,
2022,다사379233,
2021,다사339237,
2020,다사339237,
2019,다사339237,
2018,다사339237,
2022,다사339237,
2021,다사449222,
2020,다사449222,
2019,다사449222,
2018,다사449222,
2022,다사449222,
2021,다사490207,
2020,다사490207,
2019,다사490207,
2018,다사490207,
2022,다사490207,
2021,다사456306,
2020,다사456306,
2019,다사456306,
2018,다사456306,
2022,다사456306,
2021,다사340264,
2020,다사340264,
2019,다사340264,
2018,다사340264,
2022,다사340264,
2021,다사324240,
2020,다사324240,
2019,다사324240,
2018,다사324240,
2022,다사324240,
2021,다사353260,
2020,다사353260,
2019,다사353260,
2018,다사353260,
2022,다사353260,
2021,다사391229,
2020,다사391229,
2019,다사391229,
2018,다사391229,
2022,다사391229,
2021,다사339266,
2020,다사339266,
2019,다사339266,
2018,다사339266,
2022,다사339266,
2021,다사465215,
2020,다사465215,
2019,다사465215,
2018,다사465215,
2022,다사465215,
2021,다사449276,
2020,다사449276,
2019,다사449276,
2018,다사449276,
2022,다사449276,
2021,다사358226,
2020,다사358226,
2019,다사358226,
2018,다사358226,
2022,다사358226,
2021,다사443249,
2020,다사443249,
2019,다사443249,
2018,다사443249,
2022,다사443249,
2021,다사334257,
2020,다사334257,
2019,다사334257,
2018,다사334257,
2022,다사334257,
2021,다사333224,
2020,다사333224,
2019,다사333224,
2018,다사333224,
2022,다사333224,
2021,다사347220,
2020,다사347220,0.0
2019,다사347220,
2018,다사347220,0.0
2022,다사347220,
2021,다사450301,
2020,다사450301,
2019,다사450301,
2018,다사450301,
2022,다사450301,
2021,다사428235,
2020,다사428235,
2019,다사428235,
2018,다사428235,
2022,다사428235,
2021,다사328228,
2020,다사328228,
2019,다사328228,
2018,다사328228,
2022,다사328228,
2021,다사377234,
2020,다사377234,
2019,다사377234,
2018,다사377234,
2022,다사377234,
2021,다사373280,
2020,다사373280,
2019,다사373280,
2018,다사373280,
2022,다사373280,
2021,다사428200,
2020,다사428200,
2019,다사428200,
2018,다사428200,
2022,다사428200,
2021,다사421295,
2020,다사421295,
2019,다사421295,
2018,다사421295,
2022,다사421295,
2021,다사432247,
2020,다사432247,
2019,다사432247,
2018,다사432247,
2022,다사432247,
2021,다사454285,
2020,다사454285,
2019,다사454285,
2018,다사454285,
2022,다사454285,
2021,다사465244,
2020,다사465244,
2019,다사465244,
2018,다사465244,
2022,다사465244,
2021,다사376283,
2020,다사376283,
2019,다사376283,
2018,다사376283,
2022,다사376283,
2021,다사358220,
2020,다사358220,
2019,다사358220,
2018,다사358220,
2022,다사358220,
2021,다사452237,
2020,다사452237,
2019,다사452237,
2018,다사452237,
2022,다사452237,
2021,다사351223,
2020,다사351223,
2019,다사351223,
2018,다사351223,
2022,다사351223,
2021,다사432273,
2020,다사432273,
2019,다사432273,
2018,다사432273,
2022,다사432273,
2021,다사430216,
2020,다사430216,
2019,다사430216,
2018,다사430216,
2022,다사430216,
2021,다사401274,
2020,다사401274,
2019,다사401274,
2018,다사401274,
2022,다사401274,
2021,다사367229,
2020,다사367229,
2019,다사367229,
2018,다사367229,
2022,다사367229,
2021,다사410255,
2020,다사410255,
2019,다사410255,
2018,다사410255,
2022,다사410255,
2021,다사433293,
2020,다사433293,
2019,다사433293,
2018,다사433293,
2022,다사433293,
2021,다사448242,
2020,다사448242,
2019,다사448242,
2018,다사448242,
2022,다사448242,
2021,다사403281,
2020,다사403281,
2019,다사403281,
2018,다사403281,
2022,다사403281,
2021,다사499217,
2020,다사499217,
2019,다사499217,
2018,다사499217,
2022,다사499217,
2021,다사370248,
2020,다사370248,
2019,다사370248,
2018,다사370248,
2022,다사370248,
2021,다사456217,
2020,다사456217,
2019,다사456217,
2018,다사456217,
2022,다사456217,
2021,다사463221,
2020,다사463221,
2019,다사463221,
2018,다사463221,
2022,다사463221,
2021,다사415231,
2020,다사415231,
2019,다사415231,
2018,다사415231,
2022,다사415231,
2021,다사460226,
2020,다사460226,
2019,다사460226,
2018,다사460226,
2022,다사460226,
2021,다사340263,
2020,다사340263,
2019,다사340263,
2018,다사340263,
2022,다사340263,
2021,다사394285,
2020,다사394285,
2019,다사394285,
2018,다사394285,
2022,다사394285,
2021,다사422243,
2020,다사422243,
2019,다사422243,
2018,다사422243,
2022,다사422243,
2021,다사373223,
2020,다사373223,
2019,다사373223,
2018,다사373223,
2022,다사373223,
2021,다사336252,
2020,다사336252,
2019,다사336252,
2018,다사336252,
2022,다사336252,
2021,다사448244,
2020,다사448244,
2019,다사448244,
2018,다사448244,
2022,다사448244,
2021,다사424193,
2020,다사424193,
2019,다사424193,
2018,다사424193,
2022,다사424193,
2021,다사396250,
2020,다사396250,
2019,다사396250,
2018,다사396250,
2022,다사396250,
2021,다사427281,
2020,다사427281,
2019,다사427281,
2018,다사427281,
2022,다사427281,
2021,다사337235,
2020,다사337235,
2019,다사337235,
2018,다사337235,
2022,다사337235,
2021,다사379280,
2020,다사379280,
2019,다사379280,
2018,다사379280,
2022,다사379280,
2021,다사342225,
2020,다사342225,
2019,다사342225,
2018,다사342225,
2022,다사342225,
2021,다사356230,
2020,다사356230,
2019,다사356230,
2018,다사356230,
2022,다사356230,
2021,다사474241,
2020,다사474241,
2019,다사474241,
2018,다사474241,
2022,다사474241,
2021,다사398218,
2020,다사398218,
2019,다사398218,
2018,다사398218,
2022,다사398218,
2021,다사431278,
2020,다사431278,
2019,다사431278,
2018,다사431278,
2022,다사431278,
2021,다사319232,
2020,다사319232,
2019,다사319232,
2018,다사319232,
2022,다사319232,
2021,다사365260,0.0
2020,다사365260,
2019,다사365260,
2018,다사365260,0.0
2022,다사365260,
2021,다사424295,
2020,다사424295,
2019,다사424295,
2018,다사424295,
2022,다사424295,
2021,다사476225,
2020,다사476225,
2019,다사476225,
2018,다사476225,
2022,다사476225,
2021,다사402278,
2020,다사402278,
2019,다사402278,
2018,다사402278,
2022,다사402278,
2021,다사419242,
2020,다사419242,
2019,다사419242,
2018,다사419242,
2022,다사419242,
2021,다사444261,
2020,다사444261,
2019,다사444261,
2018,다사444261,
2022,다사444261,
2021,다사464226,
2020,다사464226,
2019,다사464226,
2018,다사464226,
2022,다사464226,
2021,다사496216,
2020,다사496216,
2019,다사496216,
2018,다사496216,
2022,다사496216,
2021,다사405275,
2020,다사405275,
2019,다사405275,
2018,다사405275,
2022,다사405275,
2021,다사348263,
2020,다사348263,
2019,다사348263,
2018,다사348263,
2022,다사348263,
2021,다사454303,
2020,다사454303,
2019,다사454303,
2018,다사454303,
2022,다사454303,
2021,다사341265,
2020,다사341265,
2019,다사341265,
2018,다사341265,0.0
2022,다사341265,
2021,다사447304,
2020,다사447304,
2019,다사447304,
2018,다사447304,
2022,다사447304,
2021,다사341242,
2020,다사341242,
2019,다사341242,
2018,다사341242,
2022,다사341242,
2021,다사373278,
2020,다사373278,
2019,다사373278,
2018,다사373278,
2022,다사373278,
2021,다사388242,
2020,다사388242,
2019,다사388242,
2018,다사388242,
2022,다사388242,
2021,다사450303,
2020,다사450303,
2019,다사450303,
2018,다사450303,
2022,다사450303,
2021,다사420256,
2020,다사420256,
2019,다사420256,
2018,다사420256,
2022,다사420256,
2021,다사449210,
2020,다사449210,
2019,다사449210,
2018,다사449210,
2022,다사449210,
2021,다사390272,
2020,다사390272,
2019,다사390272,
2018,다사390272,
2022,다사390272,
2021,다사496218,
2020,다사496218,
2019,다사496218,
2018,다사496218,
2022,다사496218,
2021,다사358257,
2020,다사358257,
2019,다사358257,
2018,다사358257,
2022,다사358257,
2021,다사334262,
2020,다사334262,
2019,다사334262,
2018,다사334262,
2022,다사334262,
2021,다사363240,
2020,다사363240,
2019,다사363240,
2018,다사363240,
2022,다사363240,
2021,다사372253,
2020,다사372253,
2019,다사372253,
2018,다사372253,
2022,다사372253,
2021,다사447273,
2020,다사447273,
2019,다사447273,
2018,다사447273,
2022,다사447273,
2021,다사411235,
2020,다사411235,
2019,다사411235,
2018,다사411235,
2022,다사411235,
2021,다사343246,
2020,다사343246,
2019,다사343246,
2018,다사343246,
2022,다사343246,
2021,다사434263,
2020,다사434263,
2019,다사434263,
2018,다사434263,
2022,다사434263,
2021,다사463291,
2020,다사463291,
2019,다사463291,
2018,다사463291,
2022,다사463291,
2021,다사387264,
2020,다사387264,
2019,다사387264,
2018,다사387264,
2022,다사387264,
2021,다사434196,
2020,다사434196,
2019,다사434196,
2018,다사434196,
2022,다사434196,
2021,다사396223,
2020,다사396223,
2019,다사396223,
2018,다사396223,
2022,다사396223,
2021,다사361245,
2020,다사361245,
2019,다사361245,
2018,다사361245,
2022,다사361245,
2021,다사429256,
2020,다사429256,
2019,다사429256,
2018,다사429256,
2022,다사429256,
2021,다사331251,
2020,다사331251,
2019,다사331251,
2018,다사331251,
2022,다사331251,
2021,다사391250,
2020,다사391250,
2019,다사391250,
2018,다사391250,
2022,다사391250,
2021,다사444279,
2020,다사444279,
2019,다사444279,
2018,다사444279,
2022,다사444279,
2021,다사400217,
2020,다사400217,
2019,다사400217,
2018,다사400217,
2022,다사400217,
2021,다사371227,
2020,다사371227,
2019,다사371227,
